id,ballot_hash,previous_ballot_hash,election,valid
ba150001-0000-0000-0000-000000000010,ba150001-aaaa-aaaa-aaaa-aaaaaaaaaaaa,,c5d6e7f8-a9b0-4c1d-2e3f-4a5b6c7d8e9f,True
ba160001-0000-0000-0000-000000000001,ba160001-1111-1111-1111-111111111111,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba160001-0000-0000-0000-000000000002,ba160001-2222-2222-2222-222222222222,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba160001-0000-0000-0000-000000000003,ba160001-3333-3333-3333-333333333333,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba160001-0000-0000-0000-000000000004,ba160001-4444-4444-4444-444444444444,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba160001-0000-0000-0000-000000000005,ba160001-5555-5555-5555-555555555555,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba160001-0000-0000-0000-000000000006,ba160001-6666-6666-6666-666666666666,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba160001-0000-0000-0000-000000000007,ba160001-7777-7777-7777-777777777777,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba160001-0000-0000-0000-000000000008,ba160001-8888-8888-8888-888888888888,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba160001-0000-0000-0000-000000000009,ba160001-9999-9999-9999-999999999999,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba160001-0000-0000-0000-000000000010,ba160001-aaaa-aaaa-aaaa-aaaaaaaaaaaa,,d7e8f9a0-b1c2-4d3e-4f5a-6b7c8d9e0f1a,True
ba170001-0000-0000-0000-000000000001,ba170001-1111-1111-1111-111111111111,,e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3b,True
ba170001-0000-0000-0000-000000000002,ba170001-2222-2222-2222-222222222222,,e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3b,True
ba170001-0000-0000-0000-000000000003,ba170001-3333-3333-3333-333333333333,,e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3b,True
ba170001-0000-0000-0000-000000000004,ba170001-4444-4444-4444-444444444444,,e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3b,True
ba170001-0000-0000-0000-000000000005,ba170001-5555-5555-5555-555555555555,,e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3b,True
ba170001-0000-0000-0000-000000000006,ba170001-6666-6666-6666-666666666666,,e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3b,True
ba170001-0000-0000-0000-000000000007,ba170001-7777-7777-7777-777777777777,,e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3b,True
ba170001-0000-0000-0000-000000000008,ba170001-8888-8888-8888-888888888888,,e8f9a0b1-c2d3-4e5f-6a7b-8c9d0e1f2a3b,True
ba180001-0000-0000-0000-000000000001,ba180001-1111-1111-1111-111111111111,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba180001-0000-0000-0000-000000000002,ba180001-2222-2222-2222-222222222222,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba180001-0000-0000-0000-000000000003,ba180001-3333-3333-3333-333333333333,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba180001-0000-0000-0000-000000000004,ba180001-4444-4444-4444-444444444444,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba180001-0000-0000-0000-000000000005,ba180001-5555-5555-5555-555555555555,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba180001-0000-0000-0000-000000000006,ba180001-6666-6666-6666-666666666666,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba180001-0000-0000-0000-000000000007,ba180001-7777-7777-7777-777777777777,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba180001-0000-0000-0000-000000000008,ba180001-8888-8888-8888-888888888888,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba180001-0000-0000-0000-000000000009,ba180001-9999-9999-9999-999999999999,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba180001-0000-0000-0000-000000000010,ba180001-aaaa-aaaa-aaaa-aaaaaaaaaaaa,,f9a0b1c2-d3e4-5f6a-7b8c-9d0e1f2a3b4c,True
ba190001-0000-0000-0000-000000000001,ba190001-1111-1111-1111-111111111111,,a0b1c2d3-e4f5-6a7b-8c9d-0e1f2a3b4c5d,True
ba190001-0000-0000-0000-000000000002,ba190001-2222-2222-2222-222222222222,,a0b1c2d3-e4f5-6a7b-8c9d-0e1f2a3b4c5d,True
ba190001-0000-0000-0000-000000000003,ba190001-3333-3333-3333-333333333333,,a0b1c2d3-e4f5-6a7b-8c9d-0e1f2a3b4c5d,True
ba190001-0000-0000-0000-000000000004,ba190001-4444-4444-4444-444444444444,,a0b1c2d3-e4f5-6a7b-8c9d-0e1f2a3b4c5d,True
ba190001-0000-0000-0000-000000000005,ba190001-5555-5555-5555-555555555555,,a0b1c2d3-e4f5-6a7b-8c9d-0e1f2a3b4c5d,True
ba1a0001-0000-0000-0000-000000000001,ba1a0001-1111-1111-1111-111111111111,,b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6e,True
ba1a0001-0000-0000-0000-000000000002,ba1a0001-2222-2222-2222-222222222222,,b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6e,True
ba1a0001-0000-0000-0000-000000000003,ba1a0001-3333-3333-3333-333333333333,,b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6e,True
ba1a0001-0000-0000-0000-000000000004,ba1a0001-4444-4444-4444-444444444444,,b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6e,True
ba1a0001-0000-0000-0000-000000000005,ba1a0001-5555-5555-5555-555555555555,,b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6e,True
ba1a0001-0000-0000-0000-000000000006,ba1a0001-6666-6666-6666-666666666666,,b1c2d3e4-f5a6-7b8c-9d0e-1f2a3b4c5d6e,True
ba1b0001-0000-0000-0000-000000000001,ba1b0001-1111-1111-1111-111111111111,,c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,True
ba1b0001-0000-0000-0000-000000000002,ba1b0001-2222-2222-2222-222222222222,,c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,True
ba1b0001-0000-0000-0000-000000000003,ba1b0001-3333-3333-3333-333333333333,,c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,True
ba1b0001-0000-0000-0000-000000000004,ba1b0001-4444-4444-4444-444444444444,,c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,True
ba1b0001-0000-0000-0000-000000000005,ba1b0001-5555-5555-5555-555555555555,,c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,True
ba1b0001-0000-0000-0000-000000000006,ba1b0001-6666-6666-6666-666666666666,,c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,True
ba1b0001-0000-0000-0000-000000000007,ba1b0001-7777-7777-7777-777777777777,,c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,True
ba1b0001-0000-0000-0000-000000000008,ba1b0001-8888-8888-8888-888888888888,,c2d3e4f5-a6b7-8c9d-0e1f-2a3b4c5d6e7f,True
